Date,Description,Check#,Category,Currency,Amount,Balance
2023-01-30T08:00:00.000Z,The Penny Candy Shoppe,,,,-2255,
2023-01-31T08:00:00.000Z,Starship Salvage,,,,-957,
2023-01-31T08:00:00.000Z,The Carousel Toy Shop,,,,-1708,
2023-01-31T08:00:00.000Z,Labyrinth Books,,,,-2050,
2023-01-31T08:00:00.000Z,The Jazz Age Jazz Club,,,,-2346,
2023-02-01T08:00:00.000Z,The Jazz Age Jazz Club,,,,-578,
2023-02-01T08:00:00.000Z,Silhouette Portrait Studio,,,,-613,
2023-02-01T08:00:00.000Z,Enchanted Emporium,,,,-4261,
2023-02-02T08:00:00.000Z,Labyrinth Books,,,,-70500,
2023-02-02T08:00:00.000Z,Belle Époque Boutique,,,,-458,
2023-02-03T08:00:00.000Z,Victorian Tea Parlor,,,,-10465,
2023-02-03T08:00:00.000Z,Sorcerer’s Surplus,,,,-728,
2023-02-03T08:00:00.000Z,Whimsical Wares,,,,-1035,
2023-02-03T08:00:00.000Z,The Penny Candy Shoppe,,,,-1657,
2023-02-03T08:00:00.000Z,The Vaudeville Variety Store,,,,-6963,
2023-02-04T08:00:00.000Z,Steampunk Sundries,,,,-808,
2023-02-04T08:00:00.000Z,Steam-Powered Curiosities,,,,-2916,
2023-02-05T08:00:00.000Z,The Ticker-Tape Typewriter,,,,-1537,
2023-02-05T08:00:00.000Z,Belle Époque Boutique,,,,-3273,
2023-02-06T08:00:00.000Z,Witch’s Wardrobe,,,,-613,
2023-02-06T08:00:00.000Z,Ethereal Elegance,,,,30000,
2023-02-06T08:00:00.000Z,Wonderland Workshop,,,,-51251,
2023-02-06T08:00:00.000Z,The Velvet Emporium,,,,-2057,
2023-02-06T08:00:00.000Z,Atlantis Artifacts,,,,-2275,
2023-02-06T08:00:00.000Z,Whimsical Wares,,,,-2607,
2023-02-07T08:00:00.000Z,Fable Finds,,,,-728,
2023-02-07T08:00:00.000Z,Atlantis Artifacts,,,,-3219,
2023-02-08T08:00:00.000Z,Cosmic Curiosities,,,,-728,
2023-02-08T08:00:00.000Z,Timeless Treasures,,,,120374,
2023-02-08T08:00:00.000Z,Timeless Treasures,,,,-1973,
2023-02-08T08:00:00.000Z,Arcane Alchemy,,,,-2880,
2023-02-08T08:00:00.000Z,Timeless Treasures,,,,-6418,
2023-02-09T08:00:00.000Z,Labyrinth Books,,,,-364,
2023-02-09T08:00:00.000Z,The Brass Lantern Bookstore,,,,-10325,
2023-02-09T08:00:00.000Z,Cosmic Curiosities,,,,-1011,
2023-02-10T08:00:00.000Z,The Brass Lantern Bookstore,,,,-100,
2023-02-10T08:00:00.000Z,Steam-Powered Curiosities,,,,-728,
2023-02-10T08:00:00.000Z,Lampshade & Lace Antiques,,,,-3216,
2023-02-11T08:00:00.000Z,Ethereal Elegance,,,,-1575,
2023-02-11T08:00:00.000Z,Timeless Treasures,,,,-2016,
2023-02-12T08:00:00.000Z,Cobblestone Apothecary,,,,-1829,
2023-02-12T08:00:00.000Z,Fable Finds,,,,-2175,
2023-02-12T08:00:00.000Z,Starship Salvage,,,,-2698,
2023-02-13T08:00:00.000Z,Gilded Gramophone Records,,,,-728,
2023-02-14T08:00:00.000Z,Mystic Market,,,,-728,
2023-02-14T08:00:00.000Z,Cosmic Curiosities,,,,-4157,
2023-02-15T08:00:00.000Z,The Cobbler’s Corner,,,,-2260,
2023-02-16T08:00:00.000Z,Witch’s Wardrobe,,,,-613,
2023-02-16T08:00:00.000Z,Timeless Treasures,,,,-4574,
2023-02-16T08:00:00.000Z,Gilded Gramophone Records,,,,-6627,
2023-02-16T08:00:00.000Z,Steampunk Sundries,,,,-988,
2023-02-17T08:00:00.000Z,The Vaudeville Variety Store,,,,-728,
2023-02-17T08:00:00.000Z,The Jazz Age Jazz Club,,,,-7130,
2023-02-17T08:00:00.000Z,Steam-Powered Curiosities,,,,-9592,
2023-02-17T08:00:00.000Z,Timeless Treasures,,,,-208,
2023-02-18T08:00:00.000Z,Pixie Potions,,,,-2167,
2023-02-19T08:00:00.000Z,Art Nouveau Gallery,,,,-208,
2023-02-19T08:00:00.000Z,Mythical Merchants,,,,-216,
2023-02-19T08:00:00.000Z,The Brass Lantern Bookstore,,,,-1345,
2023-02-19T08:00:00.000Z,The Ticker-Tape Typewriter,,,,-11296,
2023-02-19T08:00:00.000Z,Mermaid Market,,,,-3490,
2023-02-20T08:00:00.000Z,Elven Emporium,,,,-728,
2023-02-20T08:00:00.000Z,Antique Gramophone Records,,,,-575,
2023-02-20T08:00:00.000Z,Cosmic Curiosities,,,,-1582,
2023-02-20T08:00:00.000Z,Stardust Supplies,,,,-2995,
2023-02-21T08:00:00.000Z,Spellbound Stationery,,,,4100,
2023-02-21T08:00:00.000Z,Mythical Merchants,,,,-728,
2023-02-21T08:00:00.000Z,Gilded Gramophone Records,,,,-2201,
2023-02-21T08:00:00.000Z,Witch’s Wardrobe,,,,-7153,
2023-02-22T08:00:00.000Z,The Pocket Watch Repair Shop,,,,1000,
2023-02-22T08:00:00.000Z,The Ticker-Tape Typewriter,,,,-977,
2023-02-22T08:00:00.000Z,Elven Emporium,,,,-1019,
2023-02-22T08:00:00.000Z,Retro Soda Fountain,,,,-6651,
2023-02-23T08:00:00.000Z,Antique Gramophone Records,,,,166355,
2023-02-23T08:00:00.000Z,Narnia Novelties,,,,-728,
2023-02-23T08:00:00.000Z,The Cobbler’s Corner,,,,-8937,
2023-02-23T08:00:00.000Z,Vintage Perfumery,,,,18093,
2023-02-24T08:00:00.000Z,The Brass Lantern Bookstore,,,,-728,
2023-02-24T08:00:00.000Z,Retro Soda Fountain,,,,-2275,
2023-02-25T08:00:00.000Z,Phoenix Antiques,,,,-3320,
2023-02-26T08:00:00.000Z,The Penny Candy Shoppe,,,,-1486,
2023-02-26T08:00:00.000Z,Silhouette Portrait Studio,,,,-1648,
2023-02-26T08:00:00.000Z,Art Nouveau Gallery,,,,-999,
2023-02-26T08:00:00.000Z,The Jazz Age Jazz Club,,,,-1599,
2023-02-26T08:00:00.000Z,The Brass Lantern Bookstore,,,,-2158,
2023-02-27T08:00:00.000Z,Labyrinth Books,,,,-728,
2023-02-28T08:00:00.000Z,The Gramophone Emporium,,,,-728,
2023-02-28T08:00:00.000Z,Phoenix Antiques,,,,-14004,
2023-02-28T08:00:00.000Z,The Crystal Radio Emporium,,,,-2102,
2023-02-28T08:00:00.000Z,The Crystal Radio Emporium,,,,-5154,
2023-02-28T08:00:00.000Z,Enchanted Emporium,,,,-208,
2023-03-01T08:00:00.000Z,Celestial Sundries,,,,-728,
2023-03-01T08:00:00.000Z,Vintage Millinery,,,,-999,
2023-03-01T08:00:00.000Z,The Vaudeville Variety Store,,,,-2904,
2023-03-02T08:00:00.000Z,Enchanted Emporium,,,,-728,
2023-03-02T08:00:00.000Z,Tin-Type Photography Studio,,,,-1201,
2023-03-02T08:00:00.000Z,Fable Finds,,,,-99,
2023-03-02T08:00:00.000Z,Elven Emporium,,,,-1945,
2023-03-02T08:00:00.000Z,The Cobbler’s Corner,,,,-70500,
2023-03-03T08:00:00.000Z,Witch’s Wardrobe,,,,-1673,
2023-03-03T08:00:00.000Z,Antique Gramophone Records,,,,-3906,
2023-03-04T08:00:00.000Z,Gilded Gramophone Records,,,,-1458,
2023-03-04T08:00:00.000Z,The Carousel Toy Shop,,,,-1537,
2023-03-04T08:00:00.000Z,Dreamweaver’s Delights,,,,-8269,
2023-03-05T08:00:00.000Z,Pandora’s Pantry,,,,-728,
2023-03-05T08:00:00.000Z,Dreamweaver’s Delights,,,,-3210,
2023-03-06T08:00:00.000Z,The Brass Lantern Bookstore,,,,-728,
2023-03-07T08:00:00.000Z,Mermaid Market,,,,-728,
2023-03-07T08:00:00.000Z,Antique Gramophone Records,,,,-2315,
2023-03-07T08:00:00.000Z,Sorcerer’s Surplus,,,,-3358,
2023-03-07T08:00:00.000Z,Tin-Type Photography Studio,,,,-3491,
2023-03-08T08:00:00.000Z,The Prohibition Speakeasy,,,,-13321,
2023-03-08T08:00:00.000Z,Cosmic Curiosities,,,,-509,
2023-03-08T08:00:00.000Z,The Prohibition Speakeasy,,,,-1592,
2023-03-09T08:00:00.000Z,Phoenix Antiques,,,,123751,
2023-03-09T08:00:00.000Z,Witch’s Wardrobe,,,,-364,
2023-03-09T08:00:00.000Z,The Velvet Emporium,,,,16350,
2023-03-09T08:00:00.000Z,The Penny Candy Shoppe,,,,-2852,
2023-03-10T08:00:00.000Z,Elven Emporium,,,,-2050,
2023-03-11T08:00:00.000Z,Phoenix Antiques,,,,-1644,
2023-03-11T08:00:00.000Z,Dreamweaver’s Delights,,,,-1808,
2023-03-11T08:00:00.000Z,Labyrinth Books,,,,-2124,
2023-03-11T08:00:00.000Z,Arcane Alchemy,,,,-2315,
2023-03-11T08:00:00.000Z,Atlantis Artifacts,,,,-2486,
2023-03-13T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-758,
2023-03-13T07:00:00.000Z,Vintage Perfumery,,,,-2315,
2023-03-13T07:00:00.000Z,Enchanted Emporium,,,,-2891,
2023-03-13T07:00:00.000Z,Antique Gramophone Records,,,,-3693,
2023-03-13T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-8200,
2023-03-13T07:00:00.000Z,Lampshade & Lace Antiques,,,,8200,
2023-03-13T07:00:00.000Z,Cobblestone Apothecary,,,,-8200,
2023-03-14T07:00:00.000Z,Victrola Phonograph Parlor,,,,-100,
2023-03-14T07:00:00.000Z,The Crystal Radio Emporium,,,,-509,
2023-03-14T07:00:00.000Z,Belle Époque Boutique,,,,-1875,
2023-03-14T07:00:00.000Z,The Velvet Emporium,,,,-8015,
2023-03-14T07:00:00.000Z,Art Nouveau Gallery,,,,-1755,
2023-03-15T07:00:00.000Z,The Vaudeville Variety Store,,,,-509,
2023-03-15T07:00:00.000Z,The Crystal Radio Emporium,,,,-2315,
2023-03-15T07:00:00.000Z,Fairy Tale Fabrics,,,,-3012,
2023-03-15T07:00:00.000Z,Sorcerer’s Surplus,,,,-208,
2023-03-16T07:00:00.000Z,Elven Emporium,,,,-509,
2023-03-16T07:00:00.000Z,Vintage Millinery,,,,14000,
2023-03-16T07:00:00.000Z,The Penny Candy Shoppe,,,,-25636,
2023-03-16T07:00:00.000Z,Retro Soda Fountain,,,,-2878,
2023-03-16T07:00:00.000Z,The Edison Electric Emporium,,,,-1537,
2023-03-17T07:00:00.000Z,The Brass Lantern Bookstore,,,,1633,
2023-03-18T07:00:00.000Z,Stardust Supplies,,,,205,
2023-03-18T07:00:00.000Z,Fairy Tale Fabrics,,,,-368,
2023-03-18T07:00:00.000Z,Stardust Supplies,,,,-2366,
2023-03-18T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-2537,
2023-03-18T07:00:00.000Z,The Prohibition Speakeasy,,,,-4422,
2023-03-19T07:00:00.000Z,The Jazz Age Jazz Club,,,,-3500,
2023-03-20T07:00:00.000Z,Pixie Potions,,,,-364,
2023-03-20T07:00:00.000Z,Cosmic Curiosities,,,,-1979,
2023-03-20T07:00:00.000Z,Spellbound Stationery,,,,-2047,
2023-03-21T07:00:00.000Z,The Gramophone Emporium,,,,-613,
2023-03-21T07:00:00.000Z,Dreamweaver’s Delights,,,,-1014,
2023-03-21T07:00:00.000Z,Arcane Alchemy,,,,-1683,
2023-03-21T07:00:00.000Z,The Velvet Emporium,,,,-3285,
2023-03-21T07:00:00.000Z,Arcane Alchemy,,,,-1561,
2023-03-22T07:00:00.000Z,Mermaid Market,,,,-509,
2023-03-22T07:00:00.000Z,The Crystal Radio Emporium,,,,-4916,
2023-03-22T07:00:00.000Z,Sorcerer’s Surplus,,,,-1648,
2023-03-23T07:00:00.000Z,The Carousel Toy Shop,,,,176584,
2023-03-23T07:00:00.000Z,Cobblestone Apothecary,,,,-364,
2023-03-23T07:00:00.000Z,Dragon’s Den,,,,-2622,
2023-03-24T07:00:00.000Z,The Carousel Toy Shop,,,,-792,
2023-03-24T07:00:00.000Z,Sorcerer’s Surplus,,,,-3914,
2023-03-24T07:00:00.000Z,Starship Salvage,,,,-5810,
2023-03-25T07:00:00.000Z,The Brass Lantern Bookstore,,,,-2247,
2023-03-26T07:00:00.000Z,Antique Gramophone Records,,,,-1752,
2023-03-26T07:00:00.000Z,Enchanted Emporium,,,,-788,
2023-03-26T07:00:00.000Z,The Crystal Radio Emporium,,,,-7158,
2023-03-26T07:00:00.000Z,The Crystal Radio Emporium,,,,-999,
2023-03-26T07:00:00.000Z,Victrola Phonograph Parlor,,,,-3593,
2023-03-27T07:00:00.000Z,Lampshade & Lace Antiques,,,,-509,
2023-03-27T07:00:00.000Z,Arcane Alchemy,,,,-2486,
2023-03-27T07:00:00.000Z,Celestial Sundries,,,,-2050,
2023-03-28T07:00:00.000Z,Antique Gramophone Records,,,,-14004,
2023-03-28T07:00:00.000Z,Ethereal Elegance,,,,-509,
2023-03-28T07:00:00.000Z,Dragon’s Den,,,,-677,
2023-03-28T07:00:00.000Z,Dreamweaver’s Delights,,,,-1599,
2023-03-29T07:00:00.000Z,Witch’s Wardrobe,,,,-99,
2023-03-29T07:00:00.000Z,Vintage Perfumery,,,,-800,
2023-03-30T07:00:00.000Z,Witch’s Wardrobe,,,,-792,
2023-03-30T07:00:00.000Z,Mythical Merchants,,,,-1683,
2023-03-30T07:00:00.000Z,Atlantis Artifacts,,,,-2706,
2023-03-31T07:00:00.000Z,Fairy Tale Fabrics,,,,-792,
2023-03-31T07:00:00.000Z,Pixie Potions,,,,-2680,
2023-04-01T07:00:00.000Z,The Cobbler’s Corner,,,,-1841,
2023-04-01T07:00:00.000Z,The Velvet Emporium,,,,-3560,
2023-04-02T07:00:00.000Z,Antique Gramophone Records,,,,-2107,
2023-04-02T07:00:00.000Z,The Crystal Radio Emporium,,,,-2640,
2023-04-02T07:00:00.000Z,Dreamweaver’s Delights,,,,-4963,
2023-04-03T07:00:00.000Z,Cosmic Curiosities,,,,-908,
2023-04-03T07:00:00.000Z,Retro Soda Fountain,,,,-6034,
2023-04-03T07:00:00.000Z,Mythical Merchants,,,,-2968,
2023-04-03T07:00:00.000Z,Narnia Novelties,,,,-6447,
2023-04-03T07:00:00.000Z,Goblin Gadgets,,,,-7212,
2023-04-03T07:00:00.000Z,The Velvet Emporium,,,,-70500,
2023-04-03T07:00:00.000Z,The Brass Lantern Bookstore,,,,11065,
2023-04-04T07:00:00.000Z,The Gramophone Emporium,,,,-908,
2023-04-04T07:00:00.000Z,Phoenix Antiques,,,,-7460,
2023-04-04T07:00:00.000Z,Spellbound Stationery,,,,-645,
2023-04-04T07:00:00.000Z,Silhouette Portrait Studio,,,,-2995,
2023-04-05T07:00:00.000Z,Narnia Novelties,,,,2355,
2023-04-05T07:00:00.000Z,Gryffin Goods,,,,-908,
2023-04-05T07:00:00.000Z,Starship Salvage,,,,-1228,
2023-04-05T07:00:00.000Z,Retro Soda Fountain,,,,-2107,
2023-04-05T07:00:00.000Z,Whimsical Wares,,,,-4518,
2023-04-06T07:00:00.000Z,The Vaudeville Variety Store,,,,130654,
2023-04-06T07:00:00.000Z,Enchanted Emporium,,,,-2116,
2023-04-06T07:00:00.000Z,Art Nouveau Gallery,,,,-908,
2023-04-06T07:00:00.000Z,The Edison Electric Emporium,,,,-208,
2023-04-06T07:00:00.000Z,The Penny Candy Shoppe,,,,-2107,
2023-04-06T07:00:00.000Z,Ethereal Elegance,,,,-3389,
2023-04-07T07:00:00.000Z,Vintage Millinery,,,,-908,
2023-04-07T07:00:00.000Z,Sorcerer’s Surplus,,,,-8325,
2023-04-07T07:00:00.000Z,Celestial Sundries,,,,-3401,
2023-04-08T07:00:00.000Z,Cobblestone Apothecary,,,,-100,
2023-04-08T07:00:00.000Z,Vintage Millinery,,,,-2103,
2023-04-08T07:00:00.000Z,Art Nouveau Gallery,,,,-2418,
2023-04-09T07:00:00.000Z,Celestial Sundries,,,,-1873,
2023-04-09T07:00:00.000Z,The Jazz Age Jazz Club,,,,-3000,
2023-04-10T07:00:00.000Z,The Jazz Age Jazz Club,,,,-908,
2023-04-10T07:00:00.000Z,The Vaudeville Variety Store,,,,-2103,
2023-04-10T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-1688,
2023-04-11T07:00:00.000Z,Dreamweaver’s Delights,,,,-908,
2023-04-11T07:00:00.000Z,Victrola Phonograph Parlor,,,,-645,
2023-04-11T07:00:00.000Z,Silhouette Portrait Studio,,,,-2393,
2023-04-12T07:00:00.000Z,Pandora’s Pantry,,,,-763,
2023-04-12T07:00:00.000Z,Gilded Gramophone Records,,,,-208,
2023-04-12T07:00:00.000Z,Cosmic Curiosities,,,,-600,
2023-04-13T07:00:00.000Z,Wonderland Workshop,,,,-763,
2023-04-13T07:00:00.000Z,Stardust Supplies,,,,-2261,
2023-04-13T07:00:00.000Z,Phoenix Antiques,,,,-1683,
2023-04-14T07:00:00.000Z,Enchanted Emporium,,,,-509,
2023-04-14T07:00:00.000Z,The Brass Lantern Bookstore,,,,-2218,
2023-04-14T07:00:00.000Z,Enchanted Emporium,,,,-3389,
2023-04-14T07:00:00.000Z,Phoenix Antiques,,,,-1887,
2023-04-15T07:00:00.000Z,The Velvet Emporium,,,,-509,
2023-04-15T07:00:00.000Z,Goblin Gadgets,,,,-7517,
2023-04-16T07:00:00.000Z,The Vaudeville Variety Store,,,,-364,
2023-04-17T07:00:00.000Z,The Carousel Toy Shop,,,,-908,
2023-04-17T07:00:00.000Z,Timeless Treasures,,,,-1216,
2023-04-17T07:00:00.000Z,Pandora’s Pantry,,,,-645,
2023-04-17T07:00:00.000Z,Ethereal Elegance,,,,-2165,
2023-04-17T07:00:00.000Z,Vintage Millinery,,,,-9276,
2023-04-18T07:00:00.000Z,Phoenix Antiques,,,,-908,
2023-04-18T07:00:00.000Z,Narnia Novelties,,,,-2218,
2023-04-18T07:00:00.000Z,Phoenix Antiques,,,,-2903,
2023-04-19T07:00:00.000Z,Fairy Tale Fabrics,,,,5000,
2023-04-19T07:00:00.000Z,The Vaudeville Variety Store,,,,-758,
2023-04-19T07:00:00.000Z,Mythical Merchants,,,,163935,
2023-04-20T07:00:00.000Z,The Crystal Radio Emporium,,,,-364,
2023-04-20T07:00:00.000Z,Whimsical Wares,,,,-3110,
2023-04-20T07:00:00.000Z,The Edison Electric Emporium,,,,-3373,
2023-04-20T07:00:00.000Z,The Edison Electric Emporium,,,,-5412,
2023-04-21T07:00:00.000Z,Mermaid Market,,,,-758,
2023-04-21T07:00:00.000Z,Witch’s Wardrobe,,,,-1864,
2023-04-22T07:00:00.000Z,Elven Emporium,,,,-516,
2023-04-22T07:00:00.000Z,Phoenix Antiques,,,,-378,
2023-04-22T07:00:00.000Z,The Prohibition Speakeasy,,,,-1001,
2023-04-22T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-5551,
2023-04-22T07:00:00.000Z,Vintage Perfumery,,,,-7090,
2023-04-22T07:00:00.000Z,Mermaid Market,,,,-882,
2023-04-23T07:00:00.000Z,Dragon’s Den,,,,-3389,
2023-04-24T07:00:00.000Z,The Vaudeville Variety Store,,,,-364,
2023-04-24T07:00:00.000Z,Spellbound Stationery,,,,-14432,
2023-04-24T07:00:00.000Z,Cobblestone Apothecary,,,,-364,
2023-04-24T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-369,
2023-04-24T07:00:00.000Z,Mythical Merchants,,,,-1648,
2023-04-25T07:00:00.000Z,Retro Soda Fountain,,,,-509,
2023-04-25T07:00:00.000Z,The Jazz Age Jazz Club,,,,-1169,
2023-04-25T07:00:00.000Z,Ethereal Elegance,,,,-2050,
2023-04-25T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-2447,
2023-04-25T07:00:00.000Z,The Penny Candy Shoppe,,,,-3587,
2023-04-26T07:00:00.000Z,Ethereal Elegance,,,,-509,
2023-04-26T07:00:00.000Z,Wonderland Workshop,,,,-999,
2023-04-26T07:00:00.000Z,Elven Emporium,,,,-300,
2023-04-26T07:00:00.000Z,Enchanted Emporium,,,,-2562,
2023-04-26T07:00:00.000Z,Art Nouveau Gallery,,,,-208,
2023-04-27T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-509,
2023-04-27T07:00:00.000Z,Stardust Supplies,,,,-5060,
2023-04-28T07:00:00.000Z,The Cobbler’s Corner,,,,-14004,
2023-04-28T07:00:00.000Z,Starship Salvage,,,,-1599,
2023-04-28T07:00:00.000Z,Wonderland Workshop,,,,-2160,
2023-04-28T07:00:00.000Z,Dreamweaver’s Delights,,,,-7089,
2023-04-29T07:00:00.000Z,Vintage Millinery,,,,-509,
2023-04-29T07:00:00.000Z,Vintage Perfumery,,,,-799,
2023-04-29T07:00:00.000Z,The Carousel Toy Shop,,,,-99,
2023-04-29T07:00:00.000Z,Steam-Powered Curiosities,,,,-3389,
2023-04-29T07:00:00.000Z,Celestial Sundries,,,,-1005,
2023-04-30T07:00:00.000Z,The Vaudeville Variety Store,,,,-1707,
2023-04-30T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-3273,
2023-05-01T07:00:00.000Z,Ethereal Elegance,,,,-509,
2023-05-01T07:00:00.000Z,Whimsical Wares,,,,-208,
2023-05-02T07:00:00.000Z,Celestial Sundries,,,,3669,
2023-05-02T07:00:00.000Z,Retro Soda Fountain,,,,-3076,
2023-05-02T07:00:00.000Z,The Brass Lantern Bookstore,,,,-1815,
2023-05-02T07:00:00.000Z,Fairy Tale Fabrics,,,,-2156,
2023-05-02T07:00:00.000Z,Elven Emporium,,,,-2423,
2023-05-02T07:00:00.000Z,Belle Époque Boutique,,,,-70500,
2023-05-03T07:00:00.000Z,Art Nouveau Gallery,,,,-908,
2023-05-03T07:00:00.000Z,Whimsical Wares,,,,-999,
2023-05-03T07:00:00.000Z,Whimsical Wares,,,,-2033,
2023-05-03T07:00:00.000Z,Dreamweaver’s Delights,,,,-2995,
2023-05-03T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-3210,
2023-05-04T07:00:00.000Z,The Carousel Toy Shop,,,,133131,
2023-05-04T07:00:00.000Z,Mermaid Market,,,,-509,
2023-05-04T07:00:00.000Z,Celestial Sundries,,,,-1250,
2023-05-04T07:00:00.000Z,The Prohibition Speakeasy,,,,-2744,
2023-05-05T07:00:00.000Z,The Jazz Age Jazz Club,,,,-3536,
2023-05-05T07:00:00.000Z,Wonderland Workshop,,,,-364,
2023-05-05T07:00:00.000Z,Gryffin Goods,,,,-6325,
2023-05-05T07:00:00.000Z,Lampshade & Lace Antiques,,,,-1136,
2023-05-06T07:00:00.000Z,Cobblestone Apothecary,,,,-100,
2023-05-06T07:00:00.000Z,Cosmic Curiosities,,,,-433,
2023-05-06T07:00:00.000Z,Victorian Tea Parlor,,,,-2107,
2023-05-06T07:00:00.000Z,The Vaudeville Variety Store,,,,-5524,
2023-05-07T07:00:00.000Z,Mermaid Market,,,,-2906,
2023-05-08T07:00:00.000Z,Arcane Alchemy,,,,-509,
2023-05-08T07:00:00.000Z,Victrola Phonograph Parlor,,,,-1180,
2023-05-08T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-1615,
2023-05-08T07:00:00.000Z,Silhouette Portrait Studio,,,,-2574,
2023-05-08T07:00:00.000Z,The Crystal Radio Emporium,,,,-5157,
2023-05-09T07:00:00.000Z,Steam-Powered Curiosities,,,,6867,
2023-05-09T07:00:00.000Z,Phoenix Antiques,,,,-509,
2023-05-09T07:00:00.000Z,Sorcerer’s Surplus,,,,-454,
2023-05-09T07:00:00.000Z,The Prohibition Speakeasy,,,,-1783,
2023-05-09T07:00:00.000Z,Labyrinth Books,,,,-2640,
2023-05-09T07:00:00.000Z,Dragon’s Den,,,,-1967,
2023-05-10T07:00:00.000Z,The Crystal Radio Emporium,,,,-509,
2023-05-10T07:00:00.000Z,Stardust Supplies,,,,-9472,
2023-05-11T07:00:00.000Z,Ethereal Elegance,,,,-509,
2023-05-11T07:00:00.000Z,The Carousel Toy Shop,,,,-1783,
2023-05-11T07:00:00.000Z,Art Nouveau Gallery,,,,-3014,
2023-05-11T07:00:00.000Z,Celestial Sundries,,,,-3788,
2023-05-11T07:00:00.000Z,The Cobbler’s Corner,,,,-1182,
2023-05-11T07:00:00.000Z,Victorian Tea Parlor,,,,-7333,
2023-05-12T07:00:00.000Z,Steampunk Sundries,,,,-2640,
2023-05-13T07:00:00.000Z,Grandfather’s Haberdashery,,,,-8176,
2023-05-13T07:00:00.000Z,Gryffin Goods,,,,-2622,
2023-05-13T07:00:00.000Z,Mythical Merchants,,,,-5742,
2023-05-13T07:00:00.000Z,Arcane Alchemy,,,,-6181,
2023-05-14T07:00:00.000Z,Spellbound Stationery,,,,-15000,
2023-05-15T07:00:00.000Z,Goblin Gadgets,,,,-758,
2023-05-15T07:00:00.000Z,Enchanted Emporium,,,,-4208,
2023-05-16T07:00:00.000Z,Ethereal Elegance,,,,-509,
2023-05-16T07:00:00.000Z,The Brass Lantern Bookstore,,,,-1650,
2023-05-16T07:00:00.000Z,Gryffin Goods,,,,-1861,
2023-05-16T07:00:00.000Z,Sorcerer’s Surplus,,,,-2486,
2023-05-16T07:00:00.000Z,Dragon’s Den,,,,-1523,
2023-05-17T07:00:00.000Z,Pandora’s Pantry,,,,-715,
2023-05-17T07:00:00.000Z,Goblin Gadgets,,,,-2831,
2023-05-17T07:00:00.000Z,Steampunk Sundries,,,,-2904,
2023-05-18T07:00:00.000Z,Art Nouveau Gallery,,,,171262,
2023-05-18T07:00:00.000Z,Cosmic Curiosities,,,,-509,
2023-05-18T07:00:00.000Z,The Cobbler’s Corner,,,,-2007,
2023-05-18T07:00:00.000Z,The Penny Candy Shoppe,,,,-3149,
2023-05-18T07:00:00.000Z,Lampshade & Lace Antiques,,,,-7474,
2023-05-19T07:00:00.000Z,Dragon’s Den,,,,-509,
2023-05-20T07:00:00.000Z,Pandora’s Pantry,,,,-758,
2023-05-20T07:00:00.000Z,Ethereal Elegance,,,,-1912,
2023-05-21T07:00:00.000Z,The Vaudeville Variety Store,,,,-1384,
2023-05-21T07:00:00.000Z,Grandfather’s Haberdashery,,,,-1126,
2023-05-21T07:00:00.000Z,Mythical Merchants,,,,-6234,
2023-05-22T07:00:00.000Z,The Edison Electric Emporium,,,,-364,
2023-05-22T07:00:00.000Z,Witch’s Wardrobe,,,,-1697,
2023-05-22T07:00:00.000Z,The Penny Candy Shoppe,,,,-2534,
2023-05-22T07:00:00.000Z,The Vaudeville Variety Store,,,,-2831,
2023-05-22T07:00:00.000Z,The Crystal Radio Emporium,,,,-3366,
2023-05-22T07:00:00.000Z,Stardust Supplies,,,,-777,
2023-05-23T07:00:00.000Z,Gilded Gramophone Records,,,,-364,
2023-05-23T07:00:00.000Z,Enchanted Emporium,,,,-862,
2023-05-23T07:00:00.000Z,The Brass Lantern Bookstore,,,,-5082,
2023-05-23T07:00:00.000Z,The Edison Electric Emporium,,,,-208,
2023-05-24T07:00:00.000Z,Fairy Tale Fabrics,,,,-509,
2023-05-24T07:00:00.000Z,Retro Soda Fountain,,,,-2050,
2023-05-24T07:00:00.000Z,Enchanted Emporium,,,,-4122,
2023-05-25T07:00:00.000Z,The Gramophone Emporium,,,,-2207,
2023-05-25T07:00:00.000Z,The Gramophone Emporium,,,,-3316,
2023-05-26T07:00:00.000Z,Dragon’s Den,,,,-613,
2023-05-26T07:00:00.000Z,Sorcerer’s Surplus,,,,-999,
2023-05-27T07:00:00.000Z,Mystic Market,,,,-2622,
2023-05-27T07:00:00.000Z,Victrola Phonograph Parlor,,,,-2985,
2023-05-27T07:00:00.000Z,The Vaudeville Variety Store,,,,-6957,
2023-05-28T07:00:00.000Z,Silhouette Portrait Studio,,,,-14006,
2023-05-28T07:00:00.000Z,Mystic Market,,,,-2020,
